Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.12.2018 10:00,2.2,771.9,772.8,1.5,70,Wind blowing from the east-northeast,6,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,600-1000,,,11,-2.8,Trace of precipitation,3,,,,
13.12.2018 07:00,1.1,770.4,771.4,1.1,56,Wind blowing from the east,6,,,100%., ,,,0.6,5,,,1000-1500,,,16,-6.7,,,,,,
13.12.2018 04:00,1.1,769.3,770.2,0.7,54,Wind blowing from the east,5,,,100%., ,,,,,,,1000-1500,,,16,-7.2,,,,,,
13.12.2018 01:00,2.2,768.6,769.6,1.1,59,Wind blowing from the east,5,,,no clouds, ,,,1.1,3.9,,,,,,16,-5,,,,,,
12.12.2018 22:00,2.8,767.5,768.4,0.9,57,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,1000-1500,,,16,-5,,,,,,
12.12.2018 19:00,3.9,766.6,767.6,1.8,53,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,1.1,5,,,1000-1500,,,16,-5,,,,,,
12.12.2018 16:00,3.9,764.8,765.7,0.8,55,Wind blowing from the north-west,7,,,70 – 80%., ,,,,,,,1000-1500,,,16,-4.4,,,,,,
12.12.2018 13:00,4.4,764,765,-0.2,47,Wind blowing from the north-northwest,6,,,70 – 80%., ,,,1.1,4.4,,,1000-1500,,,16,-6.1,,,,,,
12.12.2018 10:00,3.3,764.2,765.3,1.7,57,Wind blowing from the west-northwest,6,9,,50%., ,,,,,,,600-1000,,,16,-4.4,,,,,,
12.12.2018 07:00,1.1,762.5,763.6,1.6,64,Wind blowing from the west-northwest,6,,,20–30%., ,,,1.1,5,,,2000-2500,,,16,-5,,,,,,
12.12.2018 04:00,1.7,760.9,762,0.9,61,Wind blowing from the north-west,6,,,70 – 80%., ,,,,,,,600-1000,,,16,-5,,,,,,
12.12.2018 01:00,1.7,760,761,0,57,Wind blowing from the west-northwest,7,,,100%., ,,,-1,3.9,,,2000-2500,,,16,-6.1,,,,,,
11.12.2018 22:00,2.2,760,760.9,0,57,Wind blowing from the north-west,6,,,50%., ,,,,,,,1000-1500,,,16,-5.6,,,,,,
11.12.2018 19:00,3.3,760,761,-0.2,62,Wind blowing from the south-west,4,,,20–30%., ,,,-1,5,,,1000-1500,,,16,-3.3,,,,,,
11.12.2018 16:00,4.4,760.2,761.1,-1.8,53,Wind blowing from the south-southwest,3,,,20–30%., ,,,,,,,1000-1500,,,16,-4.4,,,,,,
11.12.2018 13:00,4.4,762,762.9,-2.8,53,Wind blowing from the south-southwest,5,,,50%., ,,,-1.1,4.4,,,1000-1500,,,16,-4.4,,,,,,
11.12.2018 10:00,1.7,764.8,765.7,-0.5,64,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
11.12.2018 07:00,-1.1,765.3,766.3,-0.2,66,Wind blowing from the north-northeast,3,,,20–30%., ,,,-1.1,4.4,,,"2500 or more, or no clouds.",,,16,-6.7,,,,,,
11.12.2018 04:00,-0.6,765.5,766.5,-0.3,56,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,16,-8.3,,,,,,
11.12.2018 01:00,0,765.8,766.7,0.5,54,Wind blowing from the north-northeast,2,,,no clouds, ,,,-1,3.9,,,,,,16,-8.3,,,,,,
10.12.2018 22:00,1.7,765.3,766.2,0.5,50,Wind blowing from the north-northeast,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
10.12.2018 19:00,2.8,764.8,765.7,0.8,46,Wind blowing from the north-east,5,,,20–30%., ,,,-1,4.4,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
10.12.2018 16:00,3.9,764,765.1,0.2,43,Wind blowing from the north,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
10.12.2018 13:00,3.3,763.8,764.7,-1,44,Wind blowing from the north,6,,,20–30%., ,,,-1.1,4.4,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
10.12.2018 10:00,2.8,764.8,765.8,1,50,Wind blowing from the north-east,6,,,20–30%., ,,,,,,,1000-1500,,,16,-6.7,,,,,,
10.12.2018 07:00,-1.1,763.8,764.8,0.5,64,Wind blowing from the north,3,,,20–30%., ,,,-1.1,2.8,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
10.12.2018 04:00,-0.6,763.3,764.2,-0.5,59,Wind blowing from the north-northeast,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
10.12.2018 01:00,0,763.8,764.7,-2.2,54,Wind blowing from the north-northwest,4,,,100%., ,,,-1,1.7,,,"2500 or more, or no clouds.",,,16,-8.3,,,,,,
09.12.2018 22:00,1.1,766,767,-0.8,46,Wind blowing from the west-northwest,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-9.4,,,,,,
09.12.2018 19:00,1.7,766.8,767.9,-1.8,52,Wind blowing from the west,4,,,100%., ,,,-1,2.8,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
09.12.2018 16:00,2.2,768.6,769.6,-1.8,52,Wind blowing from the south-west,4,,,100%., ,,,,,,,1000-1500,,,16,-6.7,,,,,,
09.12.2018 13:00,2.2,770.4,771.2,-2.2,46,Wind blowing from the south-west,4,,,70 – 80%., ,,,-1.1,2.8,,,1000-1500,,,16,-8.3,,,,,,
09.12.2018 10:00,0.6,772.6,773.7,-0.8,49,"Calm, no wind",0,,,70 – 80%., ,,,,,,,1000-1500,,,16,-8.9,,,,,,
09.12.2018 07:00,-1.1,773.4,774.4,-0.3,56,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,-1.1,2.2,,,1000-1500,,,16,-8.9,,,,,,
09.12.2018 04:00,-0.6,773.7,774.6,-1,54,Wind blowing from the north-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-8.9,,,,,,
09.12.2018 01:00,0,774.7,775.5,0.6,52,Wind blowing from the north-west,6,,,20–30%., ,,,,1.1,,,"2500 or more, or no clouds.",,,16,-8.9,,,,,,
08.12.2018 22:00,1.1,774.1,775.1,0.2,48,Wind blowing from the north-west,5,,,50%., ,,,,,,,1500-2000,,,16,-8.9,,,,,,
08.12.2018 19:00,1.1,773.9,774.8,1.3,48,Wind blowing from the north-northwest,5,,,50%., ,,,-3.2,2.2,,,1500-2000,,,16,-8.9,Trace of precipitation,6,,,,
08.12.2018 16:00,1.7,772.6,773.6,0.5,50,Wind blowing from the west,6,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,1000-1500,,,14,-7.8,Trace of precipitation,3,,,,
08.12.2018 13:00,1.1,772.1,773.1,-2.3,46,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,-3.3,1.7,,,1000-1500,,,16,-9.4,,,,,,
08.12.2018 10:00,-1.1,774.4,775.3,1.5,51,Wind blowing from the north-west,5,,,50%., ,,,,,,,1500-2000,,,16,-10,,,,,,
08.12.2018 07:00,-3.3,772.9,773.9,0,53,,2,,,20–30%., ,,,-3.3,4.4,,,1500-2000,,,16,-11.7,,,,,,
08.12.2018 04:00,-2.2,772.9,773.8,0.8,51,Wind blowing from the north-northwest,4,,,no clouds, ,,,,,,,,,,16,-11.1,,,,,,
08.12.2018 01:00,-1.7,772.1,773.1,0,47,Wind blowing from the north-west,5,,,no clouds, ,,,-1.7,4.4,,,,,,16,-11.7,,,,,,
07.12.2018 22:00,-1.1,772.1,773.2,0.2,45,Wind blowing from the north-west,5,,,no clouds, ,,,,,,,,,,16,-11.7,,,,,,
07.12.2018 19:00,0.6,771.9,772.8,2.3,45,Wind blowing from the north-west,8,12,,no clouds, ,,,0,3.9,,,,,,16,-10,,,,,,
07.12.2018 16:00,2.8,769.6,770.7,0.5,39,Wind blowing from the north-west,8,,,20–30%., ,,,,,,,1500-2000,,,16,-10,,,,,,
07.12.2018 15:00,2.8,769.6,770.7,,39,Wind blowing from the north-west,8,,,20–30%., ,,,,,,,1500-2000,,,16,-10,,,,,,
07.12.2018 13:00,3.3,769.1,770.1,-0.8,37,Wind blowing from the west-northwest,9,13,,20–30%., ,,,1.7,4.4,,,1500-2000,,,16,-10,,,,,,
07.12.2018 10:00,2.8,769.9,770.7,2.1,44,Wind blowing from the north-west,7,,,20–30%., ,,,,,,,1000-1500,,,16,-8.3,,,,,,
07.12.2018 07:00,2.2,767.8,768.8,2.3,57,Wind blowing from the west-northwest,7,,,20–30%., ,,,2.2,5,,,1500-2000,,,16,-5.6,,,,,,
07.12.2018 04:00,3.9,765.5,766.6,0.7,57,Wind blowing from the west,6,10,,50%., ,,,,,,,1000-1500,,,16,-3.9,,,,,,
07.12.2018 01:00,4.4,764.8,765.7,0,49,Wind blowing from the west-southwest,6,12,,100%., ,,,,4.4,,,1500-2000,,,16,-5.6,,,,,,
06.12.2018 22:00,3.9,764.8,765.7,-0.5,50,Wind blowing from the south-west,5,,,100%., ,,,,,,,1500-2000,,,16,-5.6,,,,,,
06.12.2018 19:00,3.9,765.3,766.2,0.2,46,Wind blowing from the south-west,6,9,,100%., ,,,0,5,,,1000-1500,,,16,-6.7,,,,,,
06.12.2018 16:00,4.4,765.1,766,0.3,45,Wind blowing from the west-southwest,5,9,,70 – 80%., ,,,,,,,1000-1500,,,16,-6.7,,,,,,
06.12.2018 13:00,3.9,764.8,765.7,-1.5,46,Wind blowing from the west,9,11,,70 – 80%., ,,,0,3.9,,,1000-1500,,,16,-6.7,,,,,,
06.12.2018 10:00,2.2,766.3,767.2,0.3,57,Wind blowing from the west-northwest,7,11,,70 – 80%., ,,,,,,,1500-2000,,,16,-5.6,,,,,,
06.12.2018 07:00,0.6,766,766.9,1.5,58,Wind blowing from the west-northwest,6,,,70 – 80%., ,,,0,3.9,,,"2500 or more, or no clouds.",,,16,-6.7,,,,,,
06.12.2018 04:00,0.6,764.5,765.5,0.3,54,Wind blowing from the west-northwest,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
06.12.2018 01:00,1.1,764.2,765.2,0.7,52,Wind blowing from the west-northwest,5,,,50%., ,,,,3.9,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
05.12.2018 22:00,2.2,763.5,764.4,0.8,46,Wind blowing from the north-west,5,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-8.3,,,,,,
05.12.2018 19:00,2.2,762.7,763.7,0.7,42,Wind blowing from the north-northwest,3,,,100%., ,,,-1.6,3.9,,,600-1000,,,16,-9.4,,,,,,
05.12.2018 16:00,2.8,762,762.8,0,37,Wind blowing from the north,3,,,100%., ,,,,,,,1000-1500,,,16,-10.6,,,,,,
05.12.2018 13:00,2.2,762,763,-1.5,57,Wind blowing from the north-east,6,12,,100%., ,,,-1.7,2.2,,,600-1000,,,16,-5.6,,,,,,
05.12.2018 10:00,0,763.5,764.6,-0.3,54,Wind blowing from the north-east,4,,,70 – 80%., ,,,,,,,1000-1500,,,16,-8.3,,,,,,
05.12.2018 07:00,-1.7,763.8,764.6,0.8,51,Wind blowing from the north-northeast,3,,,no clouds, ,,,-1.7,7.8,,,,,,16,-10.6,,,,,,
05.12.2018 04:00,-1.1,763,764,-0.3,54,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,16,-9.4,,,,,,
05.12.2018 01:00,-0.6,763.3,764.3,0,47,Wind blowing from the north,4,,,no clouds, ,,,-0.6,6.1,,,,,,16,-10.6,,,,,,
04.12.2018 22:00,0.6,763.3,764.1,1.3,45,Wind blowing from the north-northeast,4,,,no clouds, ,,,,,,,,,,16,-10,,,,,,
04.12.2018 19:00,2.8,762,762.8,2,39,Wind blowing from the north,6,,,no clouds, ,,,2.8,5.6,,,,,,16,-10,,,,,,
04.12.2018 16:00,4.4,760,760.9,0.8,40,Wind blowing from the north-west,7,,,20–30%., ,,,,,,,1500-2000,,,16,-8.3,,,,,,
04.12.2018 13:00,5.6,759.2,760.3,-0.8,41,Wind blowing from the west-northwest,8,,,20–30%., ,,,3.3,6.1,,,1500-2000,,,16,-6.7,,,,,,
04.12.2018 10:00,4.4,760,760.9,1.5,47,Wind blowing from the north-northwest,9,,,50%., ,,,,,,,1000-1500,,,16,-6.1,,,,,,
04.12.2018 07:00,3.3,758.5,759.3,2.1,57,Wind blowing from the north-northwest,8,,,50%., ,,,3.3,13.3,,,1000-1500,,,16,-4.4,,,,,,
04.12.2018 04:00,3.9,756.4,757.3,1.8,60,Wind blowing from the north-west,7,12,,50%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
04.12.2018 01:00,6.1,754.6,755.5,0.7,58,Wind blowing from the north-northwest,8,11,,70 – 80%., ,,,6.1,13.3,,,600-1000,,,16,-1.7,,,,,,
03.12.2018 22:00,8.9,753.9,754.7,0,58,Wind blowing from the west,6,,,70 – 80%., ,,,,,,,1000-1500,,,16,1.1,,,,,,
03.12.2018 19:00,10,753.9,754.9,1.3,52,Wind blowing from the west,8,12,,70 – 80%., ,,,10,13.3,,,1500-2000,,,16,0.6,,,,,,
03.12.2018 16:00,11.7,752.6,753.5,0.7,45,Wind blowing from the west,7,10,,70 – 80%., ,,,,,,,1500-2000,,,16,0,,,,,,
03.12.2018 13:00,12.2,751.9,752.8,-0.2,45,Wind blowing from the west,9,,,70 – 80%., ,,,,13.3,,,1000-1500,,,16,0.6,,,,,,
03.12.2018 10:00,12.8,752.1,753,1.5,57,Wind blowing from the west,7,,,70 – 80%., ,,,,,,,1000-1500,,,16,4.4,,,,,,
03.12.2018 07:00,12.8,750.6,751.5,0.5,74,Wind blowing from the west-southwest,6,,,50%., ,,,10.6,13.9,,,300-600,,,16,8.3,Trace of precipitation,6,,,,
03.12.2018 04:00,12.8,750.1,751.1,-0.5,93,Wind blowing from the west-southwest,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,4.8,11.7,Trace of precipitation,3,,,,
03.12.2018 01:00,12.8,750.6,751.4,-0.2,90,Wind blowing from the west-southwest,4,,,100%., ,,,6.1,13.9,,,200-300,,,16,11.1,1,6,,,,
02.12.2018 22:00,11.1,750.8,751.9,-0.2,93,"Calm, no wind",0,,,100%.,Mist. ,,,,,,,100-200,,,4.8,10,1,3,,,,
02.12.2018 19:00,11.1,751,752.1,-0.3,93,Wind blowing from the north,2,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,6.1,12.8,,,100-200,,,2.4,10,2,6,,,,
02.12.2018 16:00,10.6,751.3,752.4,-1.5,96,"Calm, no wind",0,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,,,,,50-100,,,1.6,10,0.8,3,,,,
02.12.2018 13:00,10,752.8,753.7,-2.6,96,Wind blowing from the north,2,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,6.7,10,,,100-200,,,0.8,9.4,7,6,,,,
02.12.2018 10:00,8.3,755.4,756.3,-2,97,Wind blowing from the north-east,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,1.6,7.8,6,3,,,,
02.12.2018 07:00,7.8,757.4,758.5,-2.6,93,Wind blowing from the north-east,6,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,5,7.8,,,100-200,,,3.2,6.7,9,6,,,,
02.12.2018 04:00,6.7,760,760.9,-2,93,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,100-200,,,4,5.6,4,3,,,,
02.12.2018 01:00,6.1,762,762.9,-2.5,89,Wind blowing from the east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.3,6.7,,,100-200,,,11,4.4,1,6,,,,
01.12.2018 22:00,5.6,764.5,765.6,-0.6,82,Wind blowing from the east,3,,,100%., ,,,,,,,600-1000,,,16,2.8,0.8,3,,,,
01.12.2018 19:00,6.7,765.1,766,-0.4,68,Wind blowing from the east-southeast,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,3.3,7.2,,,1500-2000,,,16,1.1,0.3,6,,,,
01.12.2018 16:00,7.2,765.5,766.4,-0.3,56,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
01.12.2018 13:00,6.7,765.8,766.7,-0.8,60,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,3.3,6.7,,,600-1000,,,16,-0.6,,,,,,
01.12.2018 10:00,5.6,766.6,767.5,0.6,71,Wind blowing from the east-northeast,2,,,50%., ,,,,,,,600-1000,,,16,0.6,,,,,,
01.12.2018 07:00,3.3,766,766.9,1.8,79,Wind blowing from the north-northeast,2,,,20–30%., ,,,3.3,6.1,,,300-600,,,16,0,,,,,,
01.12.2018 04:00,4.4,764.2,765.4,0.2,77,Wind blowing from the north,3,,,20–30%., ,,,,,,,300-600,,,16,0.6,,,,,,
01.12.2018 01:00,5,764,764.9,0.7,73,Wind blowing from the north-west,3,,,100%., ,,,3.9,6.1,,,1000-1500,,,16,0.6,Trace of precipitation,6,,,,
30.11.2018 22:00,5,763.3,764.3,0.6,76,"Calm, no wind",0,,,100%., ,,,,,,,600-1000,,,16,1.1,Trace of precipitation,3,,,,
30.11.2018 19:00,4.4,762.7,763.7,1.2,79,Wind blowing from the north-east,3,,,100%., ,,,3.9,6.1,,,600-1000,,,16,1.1,0.3,6,,,,
30.11.2018 16:00,5,761.5,762.5,-0.3,76,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,1000-1500,,,16,1.1,Trace of precipitation,3,,,,
30.11.2018 13:00,6.1,761.8,762.6,-0.9,56,"Calm, no wind",0,,,100%., ,,,3.9,6.1,,,1000-1500,,,16,-2.2,Trace of precipitation,6,,,,
30.11.2018 10:00,4.4,762.7,763.6,0.2,63,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,,,1000-1500,,,16,-2.2,Trace of precipitation,3,,,,
30.11.2018 07:00,3.9,762.5,763.5,0.7,62,Wind blowing from the north-west,3,,,70 – 80%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.9,7.8,,,600-1000,,,16,-2.8,Trace of precipitation,6,,,,
30.11.2018 04:00,3.9,761.8,762.7,0.3,62,Wind blowing from the west-northwest,4,,,100%., ,,,,,,,2000-2500,,,16,-2.8,,,,,,
30.11.2018 01:00,4.4,761.5,762.4,0.3,58,Wind blowing from the west-northwest,5,,,50%., ,,,3.9,6.1,,,1000-1500,,,16,-3.3,,,,,,
29.11.2018 22:00,5,761.2,762.1,0.7,55,Wind blowing from the north-west,6,,,20–30%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
29.11.2018 19:00,5.6,760.5,761.4,1.6,53,Wind blowing from the west-northwest,7,11,,70 – 80%., ,,,5,7.8,,,1000-1500,,,16,-3.3,,,,,,
29.11.2018 16:00,6.7,758.9,760,1.3,51,Wind blowing from the north-west,8,12,,70 – 80%., ,,,,,,,1000-1500,,,16,-2.8,,,,,,
29.11.2018 13:00,7.2,757.6,758.8,-0.6,49,Wind blowing from the north-west,8,13,,50%., ,,,5,7.8,,,1000-1500,,,16,-2.8,,,,,,
29.11.2018 10:00,6.1,758.2,759.2,1,56,Wind blowing from the north-west,10,14,,50%., ,,,,,,,1000-1500,,,16,-2.2,,,,,,
29.11.2018 07:00,5.6,757.2,758.1,1.8,55,Wind blowing from the west-northwest,11,15,,50%., ,,,5,5.6,,,1000-1500,,,16,-2.8,,,,,,
29.11.2018 04:00,5,755.4,756.4,1.1,60,Wind blowing from the west-northwest,10,15,,70 – 80%., ,,,,,,,1500-2000,,,16,-2.2,,,,,,
29.11.2018 01:00,5,754.3,755.2,0.9,60,Wind blowing from the north-west,8,,,100%., ,,,,5.6,,,1000-1500,,,16,-2.2,,,,,,
28.11.2018 22:00,5.6,753.4,754.2,1.8,53,Wind blowing from the west-northwest,8,12,,70 – 80%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
28.11.2018 19:00,5.6,751.6,752.6,1.8,55,Wind blowing from the west-northwest,11,16,,70 – 80%., ,,,2.8,5.6,,,1000-1500,,,16,-2.8,,,,,,
28.11.2018 16:00,5.6,749.8,750.8,2,53,Wind blowing from the north-west,11,16,,100%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
28.11.2018 13:00,5,747.8,748.8,-0.2,51,Wind blowing from the west-northwest,11,16,,100%., ,,,2.8,5,,,1000-1500,,,16,-4.4,,,,,,
28.11.2018 10:00,3.9,748,749.1,1,57,Wind blowing from the west-northwest,9,14,,100%., ,,,,,,,1000-1500,,,16,-3.9,,,,,,
28.11.2018 07:00,3.3,747,748.1,0.2,57,Wind blowing from the west,8,12,,70 – 80%., ,,,2.8,8.9,,,1000-1500,,,16,-4.4,,,,,,
28.11.2018 04:00,3.9,746.8,747.7,0,57,Wind blowing from the west,7,,,100%., ,,,,,,,1500-2000,,,16,-3.9,,,,,,
28.11.2018 01:00,3.3,746.8,747.8,-0.2,57,Wind blowing from the west,7,,,100%., ,,,3.3,7.2,,,1000-1500,,,16,-4.4,,,,,,
27.11.2018 22:00,3.9,747,748,-0.3,57,Wind blowing from the west,7,10,,100%., ,,,,,,,1000-1500,,,16,-3.9,,,,,,
27.11.2018 19:00,5.6,747.3,748.3,0,51,Wind blowing from the west,7,11,,70 – 80%., ,,,5.6,7.8,,,1000-1500,,,16,-3.9,,,,,,
27.11.2018 16:00,6.1,747.3,748.2,0.8,51,Wind blowing from the west,8,14,,100%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
27.11.2018 13:00,7.2,746.5,747.6,-0.5,49,Wind blowing from the west,10,15,,100%., ,,,5.6,7.8,,,1000-1500,,,16,-2.8,,,,,,
27.11.2018 10:00,6.7,747,748,0.8,58,Wind blowing from the west,9,13,,70 – 80%., ,,,,,,,1000-1500,,,16,-1.1,,,,,,
27.11.2018 07:00,5.6,746.2,747.2,0.9,71,Wind blowing from the west,9,12,,100%., ,,,5.6,12.2,,,600-1000,,,16,0.6,0.3,6,,,,
27.11.2018 04:00,6.1,745.3,746.3,0.8,86,Wind blowing from the west,7,,,100%., ,,,,,,,300-600,,,16,3.9,0.3,3,,,,
27.11.2018 01:00,7.2,744.5,745.4,0,90,Wind blowing from the west-northwest,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,6.7,10,,,200-300,,,14,5.6,2,6,,,,
26.11.2018 22:00,8.9,744.5,745.4,-2.3,86,Wind blowing from the north-east,10,15,,100%.,Mist. ,,,,,,,100-200,,,9,6.7,1,3,,,,
26.11.2018 19:00,9.4,746.8,747.8,-2.7,90,Wind blowing from the north-east,10,14,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,6.7,12.2,,,100-200,,,8,7.8,20,6,,,,
26.11.2018 16:00,10,749.5,750.6,-2.8,86,Wind blowing from the east-northeast,9,13,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,300-600,,,9,7.8,6,3,,,,
26.11.2018 13:00,11.7,752.3,753.4,-4.9,69,Wind blowing from the east-southeast,8,13,,100%., ,,,7.8,12.2,,,600-1000,,,16,6.1,Trace of precipitation,6,,,,
26.11.2018 10:00,10.6,757.2,758.1,-0.4,74,Wind blowing from the east-southeast,5,,,100%., ,,,,,,,600-1000,,,16,6.1,,,,,,
26.11.2018 07:00,8.3,757.6,758.7,-1.1,74,Wind blowing from the east-northeast,3,,,100%., ,,,6.7,13.3,,,1000-1500,,,16,3.9,,,,,,
26.11.2018 04:00,7.2,758.7,759.7,0,77,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,1500-2000,,,16,3.3,,,,,,
26.11.2018 01:00,7.2,758.7,759.5,-0.7,80,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,7.2,11.7,,,1500-2000,,,16,3.9,,,,,,
25.11.2018 22:00,11.1,759.4,760.3,0,59,Wind blowing from the north,3,,,100%., ,,,,,,,1500-2000,,,16,3.3,,,,,,
25.11.2018 19:00,11.7,759.4,760.3,1.5,55,Wind blowing from the north,3,,,100%., ,,,8.3,13.3,,,1500-2000,,,16,2.8,,,,,,
25.11.2018 16:00,12.2,757.9,759,1.5,51,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,16,2.2,,,,,,
25.11.2018 13:00,12.2,756.4,757.3,0,62,Wind blowing from the north-west,4,,,70 – 80%., ,,,5.6,12.2,,,600-1000,,,16,5,,,,,,
25.11.2018 10:00,10,756.4,757.3,1.2,74,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,,,,,300-600,,,16,5.6,,,,,,
25.11.2018 07:00,8.3,755.2,756.2,3.6,83,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,7.8,9.4,,,600-1000,,,16,5.6,14,6,,,,
25.11.2018 04:00,8.3,751.6,752.7,0.6,90,Wind blowing from the north-northwest,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,6.7,14,3,,,,
25.11.2018 01:00,10,751,752.1,-2.6,89,Wind blowing from the north,9,15,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,0,10,,,300-600,,,8,8.3,25,6,,,,
24.11.2018 22:00,8.9,753.6,754.7,-3.1,93,Wind blowing from the north-east,7,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,200-300,,,6,7.8,8,3,,,,
24.11.2018 19:00,8.9,756.7,757.6,-3.5,83,Wind blowing from the north-east,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,0,8.9,,,300-600,,,16,6.1,Trace of precipitation,6,,,,
24.11.2018 16:00,7.8,760.2,761.2,-2,79,Wind blowing from the north-east,7,,,100%., ,,,,,,,300-600,,,16,4.4,,,,,,
24.11.2018 13:00,5.6,762.2,763.3,-3.1,71,Wind blowing from the north-east,4,,,100%., ,,,-0.5,5.6,,,300-600,,,16,0.6,,,,,,
24.11.2018 10:00,3.3,765.3,766.2,-1.3,68,Wind blowing from the north-east,4,,,100%., ,,,,,,,600-1000,,,16,-2.2,,,,,,
24.11.2018 07:00,1.1,766.6,767.6,-1.5,67,Wind blowing from the east-northeast,2,,,100%., ,,,0,1.1,,,600-1000,,,16,-4.4,,,,,,
24.11.2018 04:00,0,768.1,769,-1.5,61,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,1000-1500,,,16,-6.7,,,,,,
24.11.2018 01:00,0,769.6,770.6,-1.5,45,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,0,,,1000-1500,,,16,-10.6,,,,,,
23.11.2018 22:00,0,771.1,772,-1.5,32,Wind blowing from the south-southwest,4,,,50%., ,,,,,,,1000-1500,,,16,-15,,,,,,
23.11.2018 19:00,0,772.6,773.5,-0.3,32,Wind blowing from the south-southwest,3,,,50%., ,,,-8.3,0,,,1000-1500,,,16,-15,,,,,,
23.11.2018 16:00,0,772.9,773.8,-1.5,30,Wind blowing from the south-west,3,,,50%., ,,,,,,,1000-1500,,,16,-15.6,,,,,,
23.11.2018 13:00,-0.6,774.4,775.3,-2.1,12,Wind blowing from the south-west,4,,,50%., ,,,-8.3,-0.6,,,"2500 or more, or no clouds.",,,16,-26.7,,,,,,
23.11.2018 10:00,-4.4,776.5,777.3,-0.2,42,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,16,-15.6,,,,,,
23.11.2018 07:00,-8.3,776.7,777.7,0,54,,2,,,no clouds, ,,,-8.3,-1.7,,,,,,16,-16.1,,,,,,
23.11.2018 04:00,-7.8,776.7,777.7,0.2,52,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,16,-16.1,,,,,,
